"","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
"2021-10-11",437.160003662109,440.260009765625,434.619995117188,434.690002441406,65233300,410.952941894531
"2021-10-12",435.670013427734,436.100006103516,432.779998779297,433.619995117188,71181200,409.941375732422
"2021-10-13",434.709991455078,436.049987792969,431.540008544922,435.179992675781,72974000,411.416137695312
"2021-10-14",439.079986572266,442.660003662109,438.579986572266,442.5,70236800,418.336486816406
"2021-10-15",444.75,446.260009765625,444.089996337891,445.869995117188,66260200,421.522399902344
"2021-10-18",443.970001220703,447.549987792969,443.269989013672,447.190002441406,62213200,422.770263671875
"2021-10-19",448.920013427734,450.709991455078,448.269989013672,450.640014648438,46996800,426.031951904297
"2021-10-20",451.130004882812,452.730010986328,451.010009765625,452.410003662109,49571600,427.705261230469
"2021-10-21",451.769989013672,453.829986572266,451.309997558594,453.589996337891,41305400,428.820861816406
"2021-10-22",453.130004882812,454.670013427734,451.049987792969,453.119995117188,58845100,428.376495361328
"2021-10-25",454.279998779297,455.899993896484,452.390014648438,455.549987792969,45214500,430.673797607422
"2021-10-26",457.200012207031,458.489990234375,455.559997558594,455.959991455078,56075100,431.061492919922
"2021-10-27",456.450012207031,457.160003662109,453.859985351562,453.940002441406,72438000,429.151733398438
"2021-10-28",455.459991455078,458.399993896484,455.450012207031,458.320007324219,51437900,433.292602539062
"2021-10-29",455.869995117188,459.559997558594,455.559997558594,459.25,70162400,434.171722412109
"2021-11-01",460.299987792969,460.700012207031,458.200012207031,460.040008544922,48433600,434.918548583984
"2021-11-02",460.220001220703,462.230010986328,460.079986572266,461.899993896484,48908400,436.677093505859
"2021-11-03",461.299987792969,465.149993896484,460.829986572266,464.720001220703,52509800,439.343048095703
"2021-11-04",465.359985351562,467,464.989990234375,466.910003662109,52847100,441.413543701172
"2021-11-05",469.279998779297,470.649993896484,466.920013427734,468.529998779297,66390600,442.945068359375
"2021-11-08",469.700012207031,470.230010986328,468.200012207031,468.929992675781,50405200,443.323181152344
"2021-11-09",469.320007324219,469.570007324219,465.880004882812,467.380004882812,51149100,441.857849121094
"2021-11-10",465.579986572266,467.380004882812,462.040008544922,463.619995117188,69429700,438.303161621094
"2021-11-11",465.209991455078,465.290008544922,463.75,463.769989013672,34848500,438.444946289062
"2021-11-12",465.119995117188,467.859985351562,464.109985351562,467.269989013672,53466700,441.753845214844
"2021-11-15",468.640014648438,468.809997558594,466.230010986328,467.429992675781,46980500,441.905120849609
"2021-11-16",467.149993896484,470.489990234375,467.070007324219,469.279998779297,48857500,443.654113769531
"2021-11-17",469,469.190002441406,467.480010986328,468.140014648438,47858300,442.576293945312
"2021-11-18",469.239990234375,470.010009765625,466.339996337891,469.730010986328,50625600,444.079528808594
"2021-11-19",469.609985351562,470.940002441406,468.5,468.890014648438,57315600,443.285369873047
"2021-11-22",470.890014648438,473.540008544922,467.350006103516,467.570007324219,72762000,442.037475585938
"2021-11-23",467.220001220703,469.100006103516,464.450012207031,468.190002441406,73206500,442.623596191406
"2021-11-24",466.059997558594,469.570007324219,465.190002441406,469.440002441406,61858800,443.805328369141
"2021-11-26",462.339996337891,463.899993896484,457.769989013672,458.970001220703,112669600,433.906982421875
"2021-11-29",464.070007324219,466.559997558594,461.730010986328,464.600006103516,86268800,439.229675292969
"2021-11-30",462,464.029998779297,455.299987792969,455.559997558594,148559600,430.683288574219
"2021-12-01",461.640014648438,464.670013427734,450.290008544922,450.5,131939200,425.899566650391
"2021-12-02",450.730010986328,459.070007324219,450.309997558594,457.399993896484,127637800,432.422760009766
"2021-12-03",459.170013427734,460.299987792969,448.920013427734,453.420013427734,137331600,428.66015625
"2021-12-06",456.130004882812,460.790008544922,453.559997558594,458.790008544922,98977500,433.736877441406
"2021-12-07",464.410003662109,468.880004882812,458.649993896484,468.279998779297,95484700,442.708709716797
"2021-12-08",468.700012207031,470,466.829986572266,469.519989013672,72238800,443.880920410156
"2021-12-09",468.149993896484,469.630004882812,466.140014648438,466.350006103516,61272600,440.884033203125
"2021-12-10",469.230010986328,470.899993896484,466.510009765625,470.739990234375,77159800,445.034362792969
"2021-12-13",470.190002441406,470.559997558594,466.269989013672,466.570007324219,87724700,441.092041015625
"2021-12-14",463.089996337891,465.739990234375,460.25,463.359985351562,97264100,438.057373046875
"2021-12-15",463.420013427734,470.859985351562,460.739990234375,470.600006103516,116899300,444.902069091797
"2021-12-16",472.570007324219,472.869995117188,464.799987792969,466.450012207031,116568600,440.978637695312
"2021-12-17",461.549987792969,464.739990234375,458.059997558594,459.869995117188,135511600,436.285308837891
"2021-12-20",454.480010986328,455.399993896484,451.140014648438,454.980010986328,107134800,431.646087646484
"2021-12-21",458.609985351562,463.209991455078,456.309997558594,463.059997558594,69806300,439.311737060547
"2021-12-22",462.790008544922,467.809997558594,462.579986572266,467.690002441406,58890200,443.704284667969
"2021-12-23",468.75,472.190002441406,468.640014648438,470.600006103516,56439700,446.465057373047
"2021-12-27",472.059997558594,477.309997558594,472.010009765625,477.260009765625,56808600,452.783508300781
"2021-12-28",477.720001220703,478.809997558594,476.059997558594,476.869995117188,47274600,452.413452148438
"2021-12-29",476.980010986328,478.559997558594,475.920013427734,477.480010986328,54503000,452.992248535156
"2021-12-30",477.929992675781,479,475.670013427734,476.160003662109,55329000,451.739959716797
"2021-12-31",475.640014648438,476.859985351562,474.670013427734,474.959991455078,65237400,450.601409912109
"2022-01-03",476.299987792969,477.850006103516,473.850006103516,477.709991455078,72668200,453.210418701172
"2022-01-04",479.220001220703,479.980010986328,475.579986572266,477.549987792969,71178700,453.058624267578
"2022-01-05",477.160003662109,477.980010986328,468.279998779297,468.380004882812,104538900,444.358917236328
"2022-01-06",467.890014648438,470.820007324219,465.429992675781,467.940002441406,86858900,443.941436767578
"2022-01-07",467.950012207031,469.200012207031,464.649993896484,466.089996337891,85111600,442.186279296875
"2022-01-10",462.700012207031,465.739990234375,456.600006103516,465.510009765625,119362000,441.636077880859
"2022-01-11",465.230010986328,469.850006103516,462.049987792969,469.75,74303100,445.658599853516
"2022-01-12",471.589996337891,473.200012207031,468.940002441406,471.019989013672,67605400,446.863494873047
"2022-01-13",472.190002441406,472.880004882812,463.440002441406,464.529998779297,91173100,440.706390380859
"2022-01-14",461.190002441406,465.089996337891,459.899993896484,464.720001220703,95890900,440.886566162109
"2022-01-18",459.739990234375,459.959991455078,455.309997558594,456.489990234375,109709100,433.078643798828
"2022-01-19",458.130004882812,459.609985351562,451.459991455078,451.75,109357600,428.581756591797
"2022-01-20",453.75,458.739990234375,444.5,446.75,122379700,423.838195800781
"2022-01-21",445.559997558594,448.059997558594,437.950012207031,437.980010986328,202271200,415.518005371094
"2022-01-24",432.029998779297,440.380004882812,420.760009765625,439.839996337891,251783900,417.282562255859
"2022-01-25",433.059997558594,439.720001220703,427.149993896484,434.470001220703,167997300,412.188018798828
"2022-01-26",440.720001220703,444.040008544922,428.859985351562,433.380004882812,186391100,411.153839111328
"2022-01-27",438.260009765625,441.589996337891,429.450012207031,431.239990234375,149878300,409.123596191406
"2022-01-28",432.679992675781,442,427.820007324219,441.950012207031,164457400,419.284423828125
"2022-01-31",441.239990234375,450.279998779297,439.809997558594,449.910003662109,152251400,426.836120605469
"2022-02-01",450.679992675781,453.630004882812,446.940002441406,452.950012207031,123155400,429.72021484375
"2022-02-02",455.5,458.119995117188,453.049987792969,457.350006103516,117361000,433.894592285156
"2022-02-03",450.950012207031,452.970001220703,445.709991455078,446.600006103516,118024400,423.695953369141
"2022-02-04",446.350006103516,452.779998779297,443.829986572266,448.700012207031,118454400,425.688262939453
"2022-02-07",449.510009765625,450.989990234375,445.850006103516,447.260009765625,84472900,424.322021484375
