"","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
"2007-03-02",140.050003051758,140.660003662109,138.660003662109,138.669998168945,162574000,97.78466796875
"2007-03-05",137.929992675781,139.580001831055,137.330001831055,137.350006103516,143750400,96.8538589477539
"2007-03-06",138.779998779297,140.119995117188,137.720001220703,139.699996948242,143333300,98.5109558105469
"2007-03-07",139.589996337891,140.460006713867,139.399993896484,139.559997558594,115144900,98.4122619628906
"2007-03-08",140.539993286133,141.160003662109,140.070007324219,140.740005493164,117891600,99.2443695068359
"2007-03-09",141.309997558594,141.419998168945,140.080001831055,140.779998779297,107765100,99.2725830078125
"2007-03-12",140.419998168945,141.339996337891,140.160003662109,140.990005493164,80366900,99.4206771850586
"2007-03-13",140.179992675781,140.770004272461,138.039993286133,138.25,190605200,97.4885559082031
"2007-03-14",138.429992675781,139.360000610352,136.75,139.279998779297,231853800,98.2148666381836
"2007-03-15",138.970001220703,139.990005493164,138.800003051758,139.470001220703,132435900,98.3488464355469
"2007-03-16",139.309997558594,139.630004882812,138.119995117188,138.529998779297,121531600,98.0734100341797
"2007-03-19",139.259994506836,140.330001831055,139.149993896484,140.199996948242,96161200,99.2556915283203
"2007-03-20",140.080001831055,141.050003051758,139.960006713867,140.970001220703,82147400,99.8008270263672
"2007-03-21",141.100006103516,143.649993896484,140.820007324219,143.289993286133,152368700,101.443283081055
"2007-03-22",143.479995727539,143.679992675781,142.789993286133,143.179992675781,118942200,101.36540222168
"2007-03-23",143.279998779297,143.809997558594,143.149993896484,143.389999389648,74416800,101.514122009277
"2007-03-26",143.5,143.649993896484,142.089996337891,143.199996948242,113787500,101.379570007324
"2007-03-27",143.119995117188,143.160003662109,142.389999389648,142.860000610352,99864600,101.138916015625
"2007-03-28",142.139999389648,142.470001220703,141.259994506836,141.820007324219,152907900,100.402572631836
"2007-03-29",142.539993286133,142.610000610352,141.190002441406,141.970001220703,139432700,100.5087890625
"2007-03-30",142.240005493164,142.839996337891,140.559997558594,142,128194100,100.530006408691
"2007-04-02",142.160003662109,142.460006713867,141.479995727539,142.160003662109,79416400,100.643295288086
"2007-04-03",142.970001220703,143.979995727539,142.910003662109,143.690002441406,82417800,101.726516723633
"2007-04-04",143.690002441406,143.949996948242,143.160003662109,143.850006103516,63995200,101.839775085449
"2007-04-05",143.669998168945,144.440002441406,143.610000610352,144.240005493164,46822800,102.115859985352
"2007-04-09",144.649993896484,144.800003051758,144.149993896484,144.440002441406,50967400,102.257446289062
"2007-04-10",144.330001831055,144.850006103516,144.270004272461,144.610000610352,56620000,102.377792358398
"2007-04-11",144.820007324219,144.860000610352,143.539993286133,144.020004272461,106365700,101.960105895996
"2007-04-12",143.740005493164,144.919998168945,143.339996337891,144.660003662109,115534400,102.413223266602
"2007-04-13",144.899993896484,145.320007324219,144.360000610352,145.320007324219,84287000,102.880462646484
"2007-04-16",145.830001831055,146.860000610352,145.820007324219,146.699996948242,83064600,103.857421875
"2007-04-17",146.970001220703,147.399993896484,146.649993896484,147.089996337891,108424100,104.13353729248
"2007-04-18",146.600006103516,147.699996948242,146.570007324219,147.270004272461,88345300,104.260971069336
"2007-04-19",146.550003051758,147.399993896484,146.360000610352,147.229995727539,102947700,104.232696533203
"2007-04-20",148.220001220703,148.619995117188,147.039993286133,148.619995117188,124114100,105.216758728027
"2007-04-23",148.369995117188,148.729995727539,147.970001220703,148.059997558594,77270800,104.820289611816
"2007-04-24",148.229995727539,148.399993896484,147.320007324219,148.119995117188,114471000,104.862701416016
"2007-04-25",148.729995727539,149.660003662109,148.020004272461,149.479995727539,108418800,105.825508117676
"2007-04-26",149.490005493164,149.800003051758,149.100006103516,149.649993896484,88741600,105.945892333984
"2007-04-27",149.089996337891,149.740005493164,148.839996337891,149.529998779297,108191100,105.860946655273
"2007-04-30",149.639999389648,149.740005493164,148.210006713867,148.289993286133,100874100,104.98307800293
"2007-05-01",148.419998168945,149.470001220703,147.669998168945,148.669998168945,134342700,105.252098083496
"2007-05-02",148.899993896484,149.949996948242,148.75,149.539993286133,87129800,105.868034362793
"2007-05-03",149.970001220703,150.399993896484,149.729995727539,150.350006103516,86569700,106.441505432129
"2007-05-04",150.75,151.119995117188,150.220001220703,150.919998168945,96409000,106.844955444336
"2007-05-07",150.880004882812,151.199996948242,150.809997558594,150.949996948242,63461400,106.866241455078
"2007-05-08",150.580001831055,150.919998168945,150.130004882812,150.75,80584000,106.724624633789
"2007-05-09",150.639999389648,152.820007324219,150.369995117188,151.160003662109,102070100,107.014923095703
"2007-05-10",150.729995727539,151.020004272461,149.270004272461,149.580001831055,153617800,105.896408081055
"2007-05-11",149.75,150.929992675781,149.720001220703,150.860000610352,113408900,106.802520751953
"2007-05-14",150.860000610352,151.300003051758,149.789993286133,150.529998779297,108027500,106.568862915039
"2007-05-15",150.699996948242,151.660003662109,150.190002441406,150.570007324219,180673300,106.597244262695
"2007-05-16",150.800003051758,151.630004882812,150.380004882812,151.600006103516,114166500,107.326446533203
"2007-05-17",151.380004882812,151.960006713867,151.110000610352,151.300003051758,101132800,107.114044189453
"2007-05-18",152.009994506836,152.619995117188,151.809997558594,152.619995117188,99182000,108.04857635498
"2007-05-21",152.580001831055,153.229995727539,152.5,152.539993286133,174664600,107.991889953613
"2007-05-22",152.699996948242,153.160003662109,152.380004882812,152.419998168945,82148800,107.906967163086
"2007-05-23",152.949996948242,153.5,152.360000610352,152.440002441406,133786600,107.921104431152
"2007-05-24",152.529998779297,153.210006713867,150.740005493164,151.059997558594,187593000,106.944122314453
"2007-05-25",151.5,152.020004272461,151.179992675781,151.690002441406,83309200,107.390159606934
"2007-05-29",151.940002441406,152.5,151.449996948242,152.240005493164,82020000,107.779525756836
"2007-05-30",151.460006713867,153.539993286133,151.339996337891,153.479995727539,129013600,108.657363891602
"2007-05-31",153.669998168945,153.889999389648,153.119995117188,153.320007324219,114866700,108.544090270996
"2007-06-01",153.880004882812,154.399993896484,153.509994506836,154.080001831055,107771700,109.08219909668
"2007-06-04",153.539993286133,154.389999389648,153.479995727539,154.100006103516,78008800,109.096351623535
"2007-06-05",153.740005493164,153.899993896484,152.860000610352,153.490005493164,126917900,108.66446685791
"2007-06-06",152.860000610352,152.949996948242,151.75,151.839996337891,164096800,107.496383666992
"2007-06-07",151.559997558594,152.5,149.059997558594,149.100006103516,232414600,105.556571960449
"2007-06-08",149.580001831055,151.190002441406,149.089996337891,151.039993286133,175886000,106.929946899414
"2007-06-11",150.929992675781,151.949996948242,150.699996948242,151.300003051758,102015600,107.114044189453
"2007-06-12",150.669998168945,151.539993286133,149.550003051758,149.649993896484,233898000,105.945892333984
"2007-06-13",150.5,152.070007324219,149.720001220703,151.889999389648,193208200,107.531707763672
"2007-06-14",152.059997558594,153.119995117188,152.029998779297,152.860000610352,146396500,108.21842956543
"2007-06-15",153.139999389648,153.660003662109,152.929992675781,153.070007324219,154030800,108.83422088623
"2007-06-18",153.380004882812,153.389999389648,152.660003662109,152.889999389648,88537500,108.706230163574
"2007-06-19",152.550003051758,153.380004882812,152.360000610352,153.270004272461,110851700,108.976379394531
"2007-06-20",153.580001831055,153.580001831055,150.960006713867,151.139999389648,177119700,107.461883544922
"2007-06-21",151.080001831055,152.110000610352,150.25,151.979995727539,205262000,108.059226989746
"2007-06-22",151.520004272461,151.770004272461,149.850006103516,150.550003051758,204964700,107.042457580566
"2007-06-25",150.240005493164,151.25,149.020004272461,149.830001831055,232014400,106.53050994873
"2007-06-26",150.210006713867,150.460006713867,148.279998779297,148.289993286133,198445700,105.435562133789
"2007-06-27",148.130004882812,150.570007324219,148.059997558594,150.399993896484,213638000,106.935768127441
"2007-06-28",150.380004882812,151.410003662109,149.669998168945,150.380004882812,157705000,106.921585083008
"2007-06-29",150.899993896484,151.649993896484,149.149993896484,150.429992675781,199701800,106.957130432129
"2007-07-02",150.869995117188,151.919998168945,150.770004272461,151.789993286133,103357000,107.924087524414
"2007-07-03",152.179992675781,152.5,151.990005493164,152.339996337891,54048400,108.315170288086
"2007-07-05",152.399993896484,152.559997558594,151.630004882812,152.179992675781,89279000,108.20140838623
"2007-07-06",152.380004882812,153.169998168945,151.929992675781,152.979995727539,81109000,108.77018737793
"2007-07-09",153.160003662109,153.360000610352,152.619995117188,153.100006103516,72348100,108.855499267578
"2007-07-10",152.289993286133,152.610000610352,150.770004272461,150.919998168945,180362600,107.305473327637
"2007-07-11",150.75,152.050003051758,150.520004272461,151.990005493164,175607600,108.066284179688
"2007-07-12",152.369995117188,154.75,152.339996337891,154.389999389648,133882500,109.77269744873
"2007-07-13",154.570007324219,155.460006713867,154.389999389648,154.850006103516,111794300,110.099815368652
"2007-07-16",154.990005493164,155.529998779297,154.580001831055,154.830001831055,98378700,110.08553314209
"2007-07-17",154.929992675781,155.479995727539,154.679992675781,154.75,126201300,110.028663635254
"2007-07-18",154.229995727539,154.800003051758,153.300003051758,154.470001220703,237887400,109.829620361328
"2007-07-19",155.199996948242,155.529998779297,154.75,155.070007324219,145212700,110.256217956543
"2007-07-20",154.889999389648,154.990005493164,152.830001831055,153.5,245502500,109.139915466309
"2007-07-23",154.179992675781,154.720001220703,153.300003051758,153.970001220703,121183900,109.47412109375
"2007-07-24",153.119995117188,154.279998779297,150.759994506836,151.300003051758,256732400,107.575706481934
"2007-07-25",152.020004272461,152.389999389648,150.25,151.610000610352,265214500,107.796096801758
"2007-07-26",150.190002441406,150.800003051758,146.389999389648,148.020004272461,467592500,105.243614196777
"2007-07-27",148.210006713867,148.869995117188,145.050003051758,145.110000610352,422987600,103.174560546875
"2007-07-30",145.929992675781,147.809997558594,145.289993286133,147.380004882812,283017500,104.788558959961
"2007-07-31",148.330001831055,149.460006713867,145.039993286133,145.720001220703,316976700,103.608291625977
"2007-08-01",145.179992675781,147.009994506836,143.949996948242,146.429992675781,467670000,104.113082885742
"2007-08-02",146.759994506836,147.759994506836,145.259994506836,147.600006103516,294758400,104.94499206543
"2007-08-03",147.279998779297,147.580001831055,143.199996948242,143.800003051758,359398200,102.243118286133
"2007-08-06",144.210006713867,146.830001831055,142.529998779297,146.210006713867,324980000,103.956703186035
"2007-08-07",145.940002441406,149,145.229995727539,147.770004272461,232568700,105.065818786621
"2007-08-08",148.410003662109,150.589996337891,147.339996337891,149.830001831055,274930600,106.53050994873
"2007-08-09",147.429992675781,148.949996948242,145.289993286133,145.389999389648,357622100,103.373634338379
"2007-08-10",144.389999389648,146.5,143.119995117188,144.710006713867,411018400,102.89013671875
"2007-08-13",146.5,146.889999389648,145.020004272461,145.229995727539,181917200,103.259887695312
"2007-08-14",145.699996948242,146.059997558594,142.720001220703,143.009994506836,264134500,101.681449890137
"2007-08-15",142.720001220703,144.460006713867,140.619995117188,141.039993286133,323834000,100.28076171875
"2007-08-16",139.789993286133,142.940002441406,137,142.100006103516,546743700,101.034400939941
"2007-08-17",145.5,145.809997558594,141.389999389648,144.710006713867,388218100,102.89013671875
"2007-08-20",145.169998168945,145.470001220703,143.289993286133,144.639999389648,187320400,102.840385437012
"2007-08-21",144.600006103516,145.970001220703,144.139999389648,144.929992675781,157066400,103.046592712402
"2007-08-22",146.009994506836,146.800003051758,145.330001831055,146.649993896484,173156700,104.269485473633
"2007-08-23",147.339996337891,147.649993896484,145.610000610352,146.520004272461,203915300,104.177093505859
"2007-08-24",146.479995727539,148.330001831055,146.279998779297,148.330001831055,128901900,105.464004516602
"2007-08-27",147.850006103516,148.330001831055,146.729995727539,146.949996948242,113024300,104.482788085938
"2007-08-28",146.160003662109,146.25,143.460006713867,143.720001220703,219790700,102.18627166748
"2007-08-29",144.369995117188,146.740005493164,143.960006713867,146.539993286133,207654200,104.191329956055
"2007-08-30",145.449996948242,147.190002441406,145.309997558594,146.149993896484,191817300,103.914001464844
"2007-08-31",147.649993896484,148.5,146.830001831055,147.589996337891,185477500,104.937858581543
"2007-09-04",147.449996948242,149.979995727539,147.399993896484,149.080001831055,120062000,105.997299194336
"2007-09-05",148.199996948242,148.360000610352,147,147.789993286133,166261800,105.080078125
"2007-09-06",147.949996948242,148.610000610352,147.119995117188,148.130004882812,127878400,105.321823120117
"2007-09-07",146.479995727539,146.889999389648,145.259994506836,146.070007324219,235447600,103.857093811035
"2007-09-10",146.520004272461,146.720001220703,144.330001831055,145.789993286133,192305900,103.658050537109
"2007-09-11",146.240005493164,147.699996948242,146.130004882812,147.490005493164,162081900,104.866813659668
"2007-09-12",147.289993286133,148.440002441406,146.979995727539,147.869995117188,149554600,105.13697052002
"2007-09-13",148.550003051758,149.449996948242,148.199996948242,148.910003662109,154079000,105.876403808594
"2007-09-14",147.960006713867,149.089996337891,147.740005493164,148.899993896484,121911000,105.869285583496
"2007-09-17",148.309997558594,148.649993896484,147.630004882812,148.100006103516,109870800,105.300498962402
"2007-09-18",148.830001831055,152.5,148.130004882812,152.460006713867,263759500,108.400482177734
"2007-09-19",153.410003662109,154.389999389648,152.710006713867,153.360000610352,193779900,109.040390014648
"2007-09-20",153.339996337891,153.429992675781,152.110000610352,152.279998779297,175186800,108.272491455078
"2007-09-21",152.710006713867,153.119995117188,151.740005493164,151.970001220703,141457500,108.564666748047
"2007-09-24",152.419998168945,152.820007324219,151.360000610352,151.690002441406,139450200,108.364677429199
"2007-09-25",150.809997558594,151.660003662109,150.470001220703,151.389999389648,142289900,108.150283813477
"2007-09-26",152.25,152.770004272461,151.389999389648,152.190002441406,135547000,108.721862792969
"2007-09-27",152.910003662109,153.100006103516,152.190002441406,153.089996337891,102713300,109.364776611328
"2007-09-28",152.850006103516,153.190002441406,151.979995727539,152.580001831055,133372100,109.000442504883
"2007-10-01",152.600006103516,154.75,152.5,154.300003051758,148162300,110.229202270508
"2007-10-02",154.610000610352,154.649993896484,153.809997558594,154.089996337891,112978800,110.079200744629
"2007-10-03",153.809997558594,154.410003662109,153.009994506836,153.779998779297,119055900,109.85767364502
"2007-10-04",154.110000610352,154.259994506836,153.589996337891,154.020004272461,76864400,110.029167175293
"2007-10-05",155.029998779297,156.100006103516,154.630004882812,155.850006103516,134579700,111.336441040039
"2007-10-08",155.389999389648,155.490005493164,154.770004272461,155.020004272461,71280400,110.743522644043
"2007-10-09",155.600006103516,156.5,155.029998779297,156.479995727539,94054300,111.786514282227
"2007-10-10",156.039993286133,156.440002441406,155.410003662109,156.220001220703,101711100,111.600784301758
"2007-10-11",156.929992675781,157.520004272461,154.539993286133,155.470001220703,233529100,111.065002441406
"2007-10-12",155.460006713867,156.350006103516,155.270004272461,156.330001831055,124546700,111.679382324219
"2007-10-15",156.270004272461,156.360000610352,153.940002441406,155.009994506836,161151900,110.736389160156
"2007-10-16",154.410003662109,154.520004272461,153.470001220703,153.779998779297,166525700,109.85767364502
"2007-10-17",154.979995727539,155.089996337891,152.470001220703,154.25,216687300,110.193458557129
"2007-10-18",153.449996948242,154.190002441406,153.080001831055,153.690002441406,148367500,109.793411254883
"2007-10-19",153.089996337891,156.479995727539,149.660003662109,149.669998168945,297169900,106.921615600586
"2007-10-22",148.860000610352,150.759994506836,148.660003662109,150.539993286133,261989800,107.54313659668
"2007-10-23",151.460006713867,151.949996948242,150.25,151.759994506836,180085100,108.414695739746
"2007-10-24",151.210006713867,151.740005493164,148.839996337891,151.479995727539,326694200,108.214614868164
"2007-10-25",151.649993896484,152.289993286133,149.880004882812,151.839996337891,237374500,108.471870422363
"2007-10-26",153.059997558594,153.619995117188,151.899993896484,153.619995117188,176484000,109.74341583252
"2007-10-29",153.929992675781,154.440002441406,153.550003051758,154.130004882812,106841000,110.107727050781
"2007-10-30",153.449996948242,153.75,152.869995117188,153.059997558594,132981600,109.343315124512
"2007-10-31",153.979995727539,155.270004272461,152.839996337891,154.649993896484,220954400,110.479187011719
"2007-11-01",153.289993286133,153.410003662109,150.589996337891,151.029998779297,333040800,107.893096923828
"2007-11-02",151.529998779297,152,149.210006713867,151.199996948242,331228200,108.014625549316
"2007-11-05",149.639999389648,151.160003662109,148.970001220703,150.050003051758,226841000,107.193084716797
"2007-11-06",150.860000610352,152.110000610352,149.899993896484,152.070007324219,177800500,108.636154174805
"2007-11-07",150.440002441406,151.130004882812,147.550003051758,147.910003662109,306639700,105.66431427002
"2007-11-08",147.990005493164,148.399993896484,145.070007324219,147.160003662109,374509900,105.128479003906
"2007-11-09",145.690002441406,147.539993286133,144.889999389648,145.139999389648,277745100,103.685432434082
"2007-11-12",145.210006713867,146.610000610352,143.699996948242,143.699996948242,243087800,102.656707763672
"2007-11-13",145.369995117188,148.309997558594,145.220001220703,148.080001831055,191117400,105.785743713379
"2007-11-14",149.220001220703,149.399993896484,146.779998779297,147.669998168945,230558800,105.492851257324
"2007-11-15",146.570007324219,147.490005493164,144.520004272461,145.539993286133,263111100,103.971229553223
"2007-11-16",146.309997558594,146.470001220703,144.570007324219,145.789993286133,308770600,104.149826049805
"2007-11-19",145.279998779297,145.360000610352,143.190002441406,143.759994506836,267746000,102.699600219727
"2007-11-20",144.020004272461,145.529998779297,142.110000610352,144.639999389648,414767500,103.328254699707
"2007-11-21",143.080001831055,143.910003662109,141.669998168945,141.679992675781,259012400,101.213722229004
"2007-11-23",143.070007324219,144.339996337891,142.699996948242,144.130004882812,77688400,102.963920593262
"2007-11-26",144.429992675781,144.880004882812,140.660003662109,140.949996948242,214232000,100.692176818848
"2007-11-27",141.740005493164,143.229995727539,140.949996948242,142.570007324219,293897900,101.849517822266
"2007-11-28",144.190002441406,147.470001220703,144.139999389648,147.130004882812,258596900,105.107116699219
"2007-11-29",146.619995117188,147.720001220703,146.100006103516,147.179992675781,199409900,105.142768859863
"2007-11-30",149.039993286133,149.869995117188,147.330001831055,148.660003662109,222908000,106.200103759766
"2007-12-03",148.190002441406,148.449996948242,147.289993286133,147.679992675781,146430400,105.499954223633
"2007-12-04",146.660003662109,147.539993286133,146.309997558594,146.360000610352,136533900,104.557006835938
"2007-12-05",147.929992675781,149.199996948242,147.830001831055,148.809997558594,171130000,106.307220458984
"2007-12-06",148.630004882812,151.210006713867,148.570007324219,150.940002441406,154457400,107.82886505127
"2007-12-07",151.419998168945,151.5,150.550003051758,150.910003662109,148980100,107.807441711426
"2007-12-10",151.279998779297,152.25,150.860000610352,152.080001831055,123914300,108.643287658691
"2007-12-11",152.139999389648,152.889999389648,147.830001831055,147.910003662109,250346400,105.66431427002
"2007-12-12",151.059997558594,151.770004272461,147.199996948242,149.369995117188,322435600,106.707290649414
"2007-12-13",148.320007324219,149.389999389648,147.300003051758,149.059997558594,237551300,106.485763549805
"2007-12-14",147.929992675781,149.100006103516,147.100006103516,147.169998168945,159152900,105.135604858398
"2007-12-17",146.610000610352,146.869995117188,144.860000610352,145.070007324219,177269400,103.63542175293
"2007-12-18",146.100006103516,146.479995727539,143.960006713867,145.880004882812,245569300,104.214080810547
"2007-12-19",145.940002441406,146.889999389648,144.940002441406,145.880004882812,198917200,104.214080810547
"2007-12-20",146.839996337891,146.860000610352,145.179992675781,146.800003051758,214813800,104.871307373047
"2007-12-21",147.369995117188,148.419998168945,147.089996337891,148.130004882812,146084400,106.383071899414
"2007-12-24",148.820007324219,149.479995727539,148.479995727539,149.229995727539,45601400,107.173049926758
"2007-12-26",148.649993896484,149.679992675781,148.5,149.550003051758,67093100,107.402862548828
"2007-12-27",149.020004272461,149.029998779297,147.320007324219,147.669998168945,122981700,106.052742004395
"2007-12-28",148.539993286133,148.610000610352,146.899993896484,147.300003051758,116398100,105.786972045898
"2007-12-31",147.100006103516,147.610000610352,146.059997558594,146.210006713867,108126800,105.004211425781
"2008-01-02",146.529998779297,146.990005493164,143.880004882812,144.929992675781,204935600,104.084938049316
"2008-01-03",144.910003662109,145.490005493164,144.070007324219,144.860000610352,125133300,104.034652709961
"2008-01-04",143.339996337891,143.440002441406,140.910003662109,141.309997558594,232330900,101.485160827637
"2008-01-07",141.809997558594,142.229995727539,140.100006103516,141.190002441406,234991000,101.398948669434
"2008-01-08",142.080001831055,142.899993896484,138.440002441406,138.910003662109,326365700,99.7615051269531
"2008-01-09",139.089996337891,140.789993286133,137.699996948242,140.369995117188,301824900,100.810066223145
"2008-01-10",139.679992675781,142.800003051758,139.369995117188,141.289993286133,335701200,101.470764160156
"2008-01-11",140.779998779297,141.899993896484,139,140.149993896484,267076600,100.652061462402
"2008-01-14",141.160003662109,141.860000610352,140.399993896484,141.279998779297,170365500,101.463577270508
"2008-01-15",139.789993286133,141.490005493164,137.899993896484,138.169998168945,239940100,99.2300643920898
"2008-01-16",137.360000610352,139.119995117188,136.279998779297,136.979995727539,378802600,98.3754425048828
"2008-01-17",137.809997558594,137.880004882812,132.929992675781,133.429992675781,397892600,95.8259353637695
"2008-01-18",134.740005493164,135.020004272461,131.100006103516,132.059997558594,348561500,94.8420104980469
"2008-01-22",127.209999084473,132.429992675781,126,130.720001220703,435923700,93.8796691894531
"2008-01-23",127.089996337891,134.190002441406,126.839996337891,133.860000610352,511913000,96.1347351074219
"2008-01-24",134.479995727539,135.460006713867,133.309997558594,134.990005493164,259949300,96.9462738037109
"2008-01-25",136.509994506836,136.759994506836,132.600006103516,133.039993286133,269603900,95.5458145141602
"2008-01-28",133.259994506836,135.520004272461,132.059997558594,135.240005493164,217934600,97.1258544921875
"2008-01-29",136.100006103516,136.449996948242,134.880004882812,135.910003662109,168968300,97.6070098876953
"2008-01-30",135.580001831055,138.539993286133,134.600006103516,134.910003662109,334939200,96.8888092041016
"2008-01-31",133.399993896484,138.539993286133,133.199996948242,137.369995117188,343680800,98.6555252075195
"2008-02-01",137.940002441406,139.610000610352,137.520004272461,139.580001831055,206843600,100.242698669434
"2008-02-04",139.210006713867,139.300003051758,137.639999389648,137.820007324219,124694300,98.9787139892578
"2008-02-05",135.940002441406,136.25,133.669998168945,134.130004882812,286882500,96.3286209106445
"2008-02-06",134.580001831055,135.25,132.410003662109,133.050003051758,250792900,95.5530166625977
"2008-02-07",131.800003051758,134.789993286133,131.729995727539,133.929992675781,297368100,96.1850280761719
"2008-02-08",133.089996337891,134.220001220703,132.100006103516,133.070007324219,221643500,95.5673980712891
"2008-02-11",133.100006103516,134.229995727539,132.039993286133,133.75,188576300,96.0557479858398
"2008-02-12",134.910003662109,136.309997558594,133.979995727539,134.990005493164,256654400,96.9462738037109
"2008-02-13",136.009994506836,137.059997558594,135.139999389648,136.369995117188,181967800,97.937370300293
"2008-02-14",136.949996948242,137,134.789993286133,135.169998168945,215207200,97.075553894043
"2008-02-15",134.5,135.220001220703,133.910003662109,135.139999389648,154110300,97.0539779663086
"2008-02-19",136.720001220703,136.889999389648,134.610000610352,135.520004272461,145190000,97.3269195556641
"2008-02-20",133.990005493164,136.550003051758,133.759994506836,135.919998168945,220085700,97.6141891479492
"2008-02-21",136.660003662109,137.009994506836,134.070007324219,134.789993286133,201051200,96.8026428222656
"2008-02-22",134.970001220703,135.850006103516,132.860000610352,135.619995117188,205491000,97.3987274169922
"2008-02-25",135.539993286133,137.649993896484,134.779998779297,137.330001831055,190107000,98.6267776489258
"2008-02-26",136.75,138.949996948242,136.5,138.360000610352,212420700,99.3665313720703
"2008-02-27",137.559997558594,139.139999389648,137.410003662109,138.220001220703,168395800,99.2659912109375
"2008-02-28",137.240005493164,137.960006713867,136.550003051758,136.869995117188,170831100,98.2964706420898
"2008-02-29",135.600006103516,135.679992675781,132.779998779297,133.820007324219,252715200,96.1060104370117
"2008-03-03",133.139999389648,133.809997558594,132.240005493164,133.5,189483500,95.8761901855469
"2008-03-04",132.229995727539,133.399993896484,130.990005493164,132.990005493164,282513100,95.5099563598633
"2008-03-05",133.419998168945,134.770004272461,132.339996337891,133.830001831055,270681400,96.1131896972656
"2008-03-06",132.979995727539,133.220001220703,130.550003051758,131.059997558594,247911700,94.1238632202148
"2008-03-07",129.770004272461,131.740005493164,128.580001831055,129.710006713867,326434600,93.154296875
"2008-03-10",129.839996337891,129.929992675781,127.589996337891,128,235683600,91.9262161254883
"2008-03-11",130.720001220703,132.720001220703,128.949996948242,132.600006103516,341440600,95.2298583984375
"2008-03-12",132.740005493164,133.770004272461,131.160003662109,131.360000610352,229161100,94.3393325805664
"2008-03-13",129.610000610352,132.639999389648,128.600006103516,131.649993896484,351504200,94.5475769042969
"2008-03-14",132.770004272461,132.809997558594,127.779998779297,129.610000610352,484687800,93.0824890136719
"2008-03-17",126.569999694824,129.259994506836,126.069999694824,128.300003051758,405311100,92.1417083740234
"2008-03-18",130.619995117188,133.690002441406,129.979995727539,133.630004882812,334416600,95.9695434570312
"2008-03-19",134.139999389648,134.649993896484,130.039993286133,130.320007324219,345971600,93.5923919677734
"2008-03-20",130.050003051758,132.910003662109,129.259994506836,132.080001831055,245320700,95.3259811401367
"2008-03-24",133.309997558594,135.809997558594,133.240005493164,134.720001220703,208977300,97.2313690185547
"2008-03-25",134.860000610352,135.550003051758,133.770004272461,134.850006103516,192947200,97.3251800537109
"2008-03-26",134.460006713867,135.089996337891,133.110000610352,133.199996948242,196934300,96.1343307495117
"2008-03-27",134.199996948242,134.440002441406,132.360000610352,132.779998779297,225153200,95.8312149047852
"2008-03-28",132.990005493164,133.360000610352,131.059997558594,131.509994506836,180896100,94.9146118164062
"2008-03-31",131.289993286133,132.729995727539,131.089996337891,131.970001220703,166692100,95.2466049194336
"2008-04-01",133.610000610352,136.839996337891,133.509994506836,136.610000610352,254547300,98.5954208374023
"2008-04-02",137.050003051758,137.669998168945,135.979995727539,136.699996948242,210910800,98.6603546142578
"2008-04-03",135.960006713867,137.440002441406,135.710006713867,137.039993286133,175884800,98.90576171875
"2008-04-04",137.119995117188,137.960006713867,136.119995117188,136.889999389648,204446800,98.797492980957
"2008-04-07",137.869995117188,138.570007324219,136.740005493164,136.960006713867,154245500,98.8480453491211
"2008-04-08",136.190002441406,136.919998168945,135.949996948242,136.820007324219,148937300,98.7470245361328
"2008-04-09",136.610000610352,136.800003051758,134.889999389648,135.830001831055,195610600,98.0324935913086
"2008-04-10",135.419998168945,136.669998168945,134.899993896484,136.020004272461,192967800,98.1696090698242
"2008-04-11",134.490005493164,135.119995117188,133.009994506836,133.380004882812,222973300,96.2642211914062
"2008-04-14",133.190002441406,133.539993286133,132.550003051758,132.929992675781,160522000,95.9394683837891
"2008-04-15",133.580001831055,133.690002441406,132.330001831055,133.240005493164,172389200,96.1632080078125
"2008-04-16",134.539993286133,136.910003662109,134.520004272461,136.850006103516,189268900,98.7686538696289
"2008-04-17",136.020004272461,137.25,135.660003662109,137.050003051758,179665700,98.912971496582
"2008-04-18",138.940002441406,139.559997558594,138.259994506836,138.479995727539,218530600,99.9450378417969
"2008-04-21",138.229995727539,138.979995727539,137.850006103516,138.550003051758,118587400,99.9956283569336
"2008-04-22",138.190002441406,138.309997558594,136.899993896484,137.940002441406,162166000,99.5553512573242
"2008-04-23",138.089996337891,138.779998779297,137.119995117188,137.720001220703,193309000,99.3965530395508
"2008-04-24",138.080001831055,139.740005493164,137.039993286133,138.320007324219,229381300,99.8295745849609
"2008-04-25",139.399993896484,139.889999389648,137.910003662109,139.600006103516,190788100,100.753433227539
"2008-04-28",139.880004882812,140.25,139.380004882812,139.630004882812,105610200,100.775032043457
"2008-04-29",139.389999389648,139.729995727539,138.610000610352,139.080001831055,125514100,100.378135681152
"2008-04-30",139.289993286133,140.589996337891,138.259994506836,138.259994506836,208395900,99.7862777709961
"2008-05-01",138.380004882812,141.119995117188,138.270004272461,141.119995117188,187279500,101.850410461426
"2008-05-02",142.339996337891,142.369995117188,140.559997558594,141.509994506836,181585500,102.131874084473
"2008-05-05",141.050003051758,141.610000610352,140.410003662109,140.830001831055,118504500,101.641128540039
"2008-05-06",140.020004272461,142.199996948242,139.690002441406,142.050003051758,179339800,102.521629333496
"2008-05-07",141.889999389648,142.039993286133,139.130004882812,139.520004272461,199267300,100.695625305176
